id	decision	reason
839	DROP	NOT_LOAD_BEARING
840	KEEP	KEEP
841	KEEP	KEEP
842	KEEP	KEEP
843	DROP	NOT_LOAD_BEARING
844	KEEP	KEEP
845	KEEP	KEEP
846	KEEP	KEEP
847	KEEP	KEEP
848	DROP	NOT_FALSIFIABLE
849	DROP	NOT_LOAD_BEARING
850	DROP	NOT_LOAD_BEARING
851	DROP	NOT_FALSIFIABLE
852	DROP	NOT_FALSIFIABLE
853	DROP	NOT_LOAD_BEARING
854	DROP	NOT_LOAD_BEARING
855	KEEP	KEEP
856	KEEP	KEEP
857	KEEP	KEEP
858	DROP	NOT_LOAD_BEARING
859	DROP	NOT_FALSIFIABLE
860	KEEP	KEEP
861	KEEP	KEEP
862	DROP	NOT_LOAD_BEARING
863	DROP	NOT_FALSIFIABLE
864	DROP	NOT_LOAD_BEARING
865	DROP	NOT_LOAD_BEARING
866	DROP	NOT_LOAD_BEARING
867	DROP	NOT_LOAD_BEARING
868	DROP	NOT_LOAD_BEARING
869	KEEP	KEEP
870	DROP	NOT_LOAD_BEARING
871	DROP	NOT_FALSIFIABLE
872	DROP	NOT_LOAD_BEARING
873	DROP	BOTH
874	DROP	NOT_FALSIFIABLE
875	DROP	NOT_FALSIFIABLE
876	KEEP	KEEP
877	DROP	NOT_LOAD_BEARING
878	DROP	NOT_LOAD_BEARING
879	DROP	NOT_FALSIFIABLE
880	DROP	NOT_FALSIFIABLE
881	DROP	NOT_FALSIFIABLE
882	DROP	NOT_FALSIFIABLE
883	DROP	NOT_FALSIFIABLE
884	KEEP	KEEP
885	DROP	NOT_FALSIFIABLE
886	DROP	NOT_LOAD_BEARING
887	DROP	NOT_LOAD_BEARING
888	KEEP	KEEP
889	KEEP	KEEP
890	DROP	NOT_LOAD_BEARING
891	KEEP	KEEP
892	DROP	NOT_LOAD_BEARING
893	DROP	NOT_LOAD_BEARING
894	DROP	NOT_FALSIFIABLE
895	DROP	NOT_FALSIFIABLE
896	DROP	NOT_LOAD_BEARING
897	DROP	NOT_LOAD_BEARING
898	DROP	NOT_FALSIFIABLE
899	DROP	NOT_LOAD_BEARING
900	DROP	NOT_LOAD_BEARING
901	KEEP	KEEP
902	KEEP	KEEP
903	KEEP	KEEP
904	KEEP	KEEP
905	KEEP	KEEP
906	DROP	NOT_FALSIFIABLE
907	DROP	NOT_FALSIFIABLE
908	KEEP	KEEP
909	DROP	NOT_FALSIFIABLE
910	DROP	NOT_LOAD_BEARING
911	KEEP	KEEP
912	DROP	NOT_LOAD_BEARING
913	DROP	NOT_FALSIFIABLE
914	DROP	NOT_FALSIFIABLE
915	DROP	NOT_FALSIFIABLE
916	DROP	NOT_FALSIFIABLE
917	DROP	NOT_FALSIFIABLE
918	DROP	NOT_FALSIFIABLE
919	DROP	NOT_FALSIFIABLE
920	DROP	NOT_FALSIFIABLE
921	DROP	NOT_FALSIFIABLE
922	DROP	NOT_FALSIFIABLE
923	DROP	NOT_FALSIFIABLE
924	KEEP	KEEP
925	KEEP	KEEP
926	KEEP	KEEP
927	DROP	NOT_FALSIFIABLE
928	KEEP	KEEP
929	KEEP	KEEP
930	DROP	NOT_FALSIFIABLE
931	DROP	NOT_FALSIFIABLE
932	DROP	NOT_FALSIFIABLE
933	KEEP	KEEP
934	KEEP	KEEP
935	KEEP	KEEP
936	DROP	NOT_FALSIFIABLE
937	KEEP	KEEP
938	KEEP	KEEP
939	KEEP	KEEP
940	KEEP	KEEP
941	DROP	NOT_FALSIFIABLE
942	DROP	NOT_FALSIFIABLE
943	DROP	NOT_LOAD_BEARING
944	DROP	BOTH
945	KEEP	KEEP
946	KEEP	KEEP
947	KEEP	KEEP
948	KEEP	KEEP
949	DROP	NOT_FALSIFIABLE
950	DROP	NOT_FALSIFIABLE
951	DROP	NOT_FALSIFIABLE
952	DROP	NOT_FALSIFIABLE
953	DROP	NOT_FALSIFIABLE
954	DROP	NOT_FALSIFIABLE
955	KEEP	KEEP
956	DROP	NOT_FALSIFIABLE
957	KEEP	KEEP
958	KEEP	KEEP
959	DROP	NOT_FALSIFIABLE
960	KEEP	KEEP
961	KEEP	KEEP
962	DROP	NOT_FALSIFIABLE
963	KEEP	KEEP
964	KEEP	KEEP
965	DROP	NOT_FALSIFIABLE
966	KEEP	KEEP
967	DROP	NOT_LOAD_BEARING
968	KEEP	KEEP
969	DROP	NOT_LOAD_BEARING
970	KEEP	KEEP
971	KEEP	KEEP
972	KEEP	KEEP
973	KEEP	KEEP
974	DROP	NOT_FALSIFIABLE
975	KEEP	KEEP
976	DROP	NOT_FALSIFIABLE
977	DROP	NOT_FALSIFIABLE
978	DROP	NOT_FALSIFIABLE
979	DROP	NOT_FALSIFIABLE
980	DROP	NOT_FALSIFIABLE
981	DROP	NOT_FALSIFIABLE
982	DROP	NOT_LOAD_BEARING
983	KEEP	KEEP
984	DROP	NOT_FALSIFIABLE
985	DROP	NOT_FALSIFIABLE
986	DROP	NOT_FALSIFIABLE
987	KEEP	KEEP
988	KEEP	KEEP
989	DROP	NOT_FALSIFIABLE
990	KEEP	KEEP
991	DROP	NOT_FALSIFIABLE
992	KEEP	KEEP
993	KEEP	KEEP
994	KEEP	KEEP
995	DROP	NOT_FALSIFIABLE
996	DROP	NOT_LOAD_BEARING
997	KEEP	KEEP
998	DROP	NOT_LOAD_BEARING
999	DROP	NOT_LOAD_BEARING
1000	KEEP	KEEP
1001	KEEP	KEEP
1002	KEEP	KEEP
1003	KEEP	KEEP
1004	DROP	NOT_FALSIFIABLE
1005	DROP	BOTH
1006	DROP	NOT_FALSIFIABLE
1007	DROP	NOT_FALSIFIABLE
1008	DROP	NOT_FALSIFIABLE
1009	KEEP	KEEP
1010	KEEP	KEEP
1011	DROP	NOT_FALSIFIABLE
1012	DROP	NOT_FALSIFIABLE
1013	DROP	NOT_FALSIFIABLE
1014	DROP	NOT_FALSIFIABLE
1015	KEEP	KEEP
1016	DROP	NOT_LOAD_BEARING
1017	DROP	NOT_LOAD_BEARING
1018	DROP	NOT_LOAD_BEARING
1019	DROP	NOT_FALSIFIABLE
1020	KEEP	KEEP
1021	DROP	BOTH
1022	DROP	NOT_LOAD_BEARING
1023	KEEP	KEEP
1024	DROP	NOT_FALSIFIABLE
1025	DROP	NOT_FALSIFIABLE
1026	DROP	NOT_FALSIFIABLE
1027	DROP	NOT_FALSIFIABLE
1028	KEEP	KEEP
1029	KEEP	KEEP
1030	KEEP	KEEP
1031	DROP	NOT_FALSIFIABLE
1032	KEEP	KEEP
1033	KEEP	KEEP
1034	KEEP	KEEP
1035	KEEP	KEEP
1036	KEEP	KEEP
1037	KEEP	KEEP
1038	KEEP	KEEP
1039	KEEP	KEEP
1040	KEEP	KEEP
1041	DROP	NOT_FALSIFIABLE
1042	DROP	NOT_FALSIFIABLE
1043	DROP	NOT_LOAD_BEARING
1044	DROP	NOT_LOAD_BEARING
1045	DROP	NOT_LOAD_BEARING
1046	DROP	NOT_LOAD_BEARING
1047	DROP	NOT_FALSIFIABLE
1048	DROP	NOT_FALSIFIABLE
1049	KEEP	KEEP
1050	KEEP	KEEP
1051	KEEP	KEEP
1052	KEEP	KEEP
1053	DROP	NOT_FALSIFIABLE
1054	KEEP	KEEP
1055	KEEP	KEEP
1056	DROP	NOT_FALSIFIABLE
1057	DROP	NOT_FALSIFIABLE
1058	DROP	NOT_FALSIFIABLE
1059	KEEP	KEEP
1060	DROP	NOT_FALSIFIABLE
1061	KEEP	KEEP
1062	DROP	NOT_FALSIFIABLE
1063	KEEP	KEEP
1064	DROP	NOT_FALSIFIABLE
1065	KEEP	KEEP
1066	DROP	NOT_FALSIFIABLE
1067	KEEP	KEEP
1068	KEEP	KEEP
1069	KEEP	KEEP
1070	KEEP	KEEP
1071	KEEP	KEEP
1072	KEEP	KEEP
1073	KEEP	KEEP
1074	KEEP	KEEP
1075	KEEP	KEEP
1076	KEEP	KEEP
1077	DROP	NOT_FALSIFIABLE
1078	KEEP	KEEP
1079	KEEP	KEEP
1080	KEEP	KEEP
1081	DROP	NOT_LOAD_BEARING
1082	DROP	NOT_FALSIFIABLE
1083	DROP	NOT_FALSIFIABLE
1084	DROP	NOT_FALSIFIABLE
1085	DROP	NOT_FALSIFIABLE
1086	DROP	NOT_LOAD_BEARING
1087	DROP	NOT_LOAD_BEARING
1088	DROP	NOT_LOAD_BEARING
1089	DROP	NOT_FALSIFIABLE
1090	DROP	NOT_FALSIFIABLE
1091	DROP	NOT_FALSIFIABLE
1092	DROP	NOT_LOAD_BEARING
1093	DROP	NOT_FALSIFIABLE
1094	DROP	NOT_LOAD_BEARING
1095	DROP	NOT_FALSIFIABLE
1096	DROP	NOT_LOAD_BEARING
1097	DROP	NOT_FALSIFIABLE
1098	DROP	NOT_FALSIFIABLE
1099	DROP	NOT_LOAD_BEARING
1100	DROP	NOT_LOAD_BEARING
1101	KEEP	KEEP
1102	KEEP	KEEP
1103	KEEP	KEEP
1104	KEEP	KEEP
1105	KEEP	KEEP
1106	DROP	NOT_FALSIFIABLE
1107	KEEP	KEEP
1108	DROP	NOT_FALSIFIABLE
1109	DROP	NOT_LOAD_BEARING
1110	DROP	NOT_LOAD_BEARING
1111	DROP	NOT_LOAD_BEARING
1112	DROP	NOT_LOAD_BEARING
1113	DROP	NOT_FALSIFIABLE
1114	DROP	NOT_LOAD_BEARING
1115	DROP	NOT_FALSIFIABLE
1116	DROP	NOT_FALSIFIABLE
1117	KEEP	KEEP
1118	DROP	NOT_FALSIFIABLE
1119	DROP	NOT_FALSIFIABLE
1120	KEEP	KEEP
1121	DROP	NOT_FALSIFIABLE
1122	KEEP	KEEP
1123	KEEP	KEEP
1124	KEEP	KEEP
1125	KEEP	KEEP
1126	DROP	NOT_LOAD_BEARING
1127	KEEP	KEEP
1128	DROP	NOT_FALSIFIABLE
1129	KEEP	KEEP
1130	KEEP	KEEP
1131	DROP	NOT_LOAD_BEARING
1132	KEEP	KEEP
1133	DROP	NOT_LOAD_BEARING
1134	KEEP	KEEP
1135	DROP	NOT_LOAD_BEARING
1136	DROP	NOT_FALSIFIABLE
1137	KEEP	KEEP
1138	KEEP	KEEP
1139	DROP	NOT_FALSIFIABLE
1140	KEEP	KEEP
1141	KEEP	KEEP
1142	DROP	NOT_FALSIFIABLE
1143	DROP	NOT_FALSIFIABLE
1144	DROP	NOT_FALSIFIABLE
1145	DROP	NOT_FALSIFIABLE
1146	DROP	NOT_FALSIFIABLE
1147	DROP	NOT_FALSIFIABLE
1148	DROP	NOT_LOAD_BEARING
1149	KEEP	KEEP
1150	DROP	NOT_FALSIFIABLE
1151	KEEP	KEEP
1152	KEEP	KEEP
1153	DROP	NOT_LOAD_BEARING
1154	DROP	NOT_FALSIFIABLE
1155	DROP	NOT_LOAD_BEARING
1156	KEEP	KEEP
1157	KEEP	KEEP
1158	DROP	NOT_LOAD_BEARING
1159	KEEP	KEEP
1160	DROP	NOT_LOAD_BEARING
1161	KEEP	KEEP
1162	DROP	NOT_LOAD_BEARING
